prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-01901,human_context,summarization,13691,context,513,195,0.094118,0.489279,694f15a88209de58c2b8de911fe99d7e0a3309a6d4e82b17a7c291fd4dbd8566
human-01902,human_response,information_extraction,13088,response,258,157,0.0,0.387597,f3af61b91b912a40d74f89a0da22767605d248423b3c420923c4fabab01e3cfa
human-01903,human_response,creative_writing,96,response,484,217,0.016632,0.450413,081e0be14bf5c02a64b721922c5a51b2777cd102a6dc26a8ea9925a02d726f1b
human-01904,human_context,information_extraction,14581,context,223,129,0.036364,0.461883,07c6dd1911aee1531d91fd2716fd3d074ebd7de25eb8d63a9ad84bfe864ba0b0
human-01905,human_context,summarization,3255,context,141,102,0.007246,0.404255,65ce6085efa439d144fdee6af925cc76c598b82b966f23c171369fc83e70fa53
human-01906,human_context,information_extraction,7439,context,159,107,0.00641,0.421384,a623781639cabeb4b511a7e554344ae4e926a52dba48219f079e53c69fbb94c2
human-01907,human_response,general_qa,11761,response,148,91,0.0,0.52027,74e4f6a0b0160f034202d4b6d143bdeb7f8cae0da80ef0d442e50f1abe0ff592
human-01908,human_response,summarization,480,response,136,90,0.0,0.455882,7add163e1c665efdf6577bffb3fd6b5e39d1347f8be084cfdc56ca05a860d0c5
human-01909,human_response,brainstorming,12344,response,191,92,0.106383,0.586387,919ae03b3158283d232d59cf40ec4475f6699498dd1b8ba17e337d202a2deb23
human-01910,human_context,closed_qa,10776,context,324,182,0.031153,0.41358,2552b2b3f0d391db27fb1644f1ed5b2c66160f13d7a63054867deac67432b7b9
human-01911,human_response,general_qa,10393,response,136,90,0.0,0.485294,8c4dbfc1babc7024c74284961b185fb1025ad8e9472f5898ef22e7d8ee4d11d1
human-01912,human_context,closed_qa,13764,context,764,298,0.086728,0.422775,886f788fbb942769c0d69a0946c5e868203373f9a115154d000de31663782f63
human-01913,human_response,creative_writing,4047,response,279,156,0.025362,0.415771,5bacad226fb5eb0f6545f518a396d0a2917762136890c597c54ea6b4f9549544
human-01914,human_context,information_extraction,7133,context,556,283,0.018083,0.386691,a92e5280177433a58427350fde20d01a50e806452f012d5c08f82e58ad108a65
human-01915,human_response,general_qa,7209,response,288,158,0.010526,0.402778,f943fa04a5eb09ec825088ec219b12b8ac411f0cf0ff6210edd73f47a7f07079
human-01916,human_response,open_qa,14324,response,340,191,0.011869,0.4,9d866e9209cb66244807980eb7fd365774c05a6caadbc50668935f9cdc940d0f
human-01917,human_context,closed_qa,13316,context,149,84,0.0,0.550336,8d9341ff24496b008d8c6433bf7dbe1e7c78c34d71b679f4ce9323efbc6a3030
human-01918,human_response,summarization,811,response,701,300,0.068768,0.446505,536a2279f967d38e7306d001f6a52ee63985f421f31dc130f39ae7687c1aefe8
human-01919,human_context,information_extraction,9300,context,565,256,0.044484,0.442478,7f3f743eec7743190671ba8fa881a2d6af530b7c200b6df8a5e62f962e2b908a
human-01920,human_context,information_extraction,2872,context,294,172,0.006873,0.408163,55145d089e27247cb40e9d06892f27e1d38b9c00dd44aee39ba022c7d8cafd98
human-01921,human_context,information_extraction,11325,context,1298,507,0.023938,0.382897,8e02a00a289a656ecf89adadff9d3e5117b274b108e50ed1dc619aec15787e5e
human-01922,human_response,creative_writing,12060,response,2069,616,0.057115,0.405993,b0b547b8904f5c8106cf5ec2610356a8adb3a51bdfb0946af583ffd95c965574
human-01923,human_response,open_qa,3750,response,177,99,0.057471,0.468927,6b11d8d90e2214d02c7c1a7705369a5fd9aaacfa02e474903ef804bde841ed84
human-01924,human_response,open_qa,6328,response,309,149,0.01634,0.466019,4f975b338386659e702c286a1833a965ca38350b809760960d315a4e90add3ea
human-01925,human_response,open_qa,12111,response,223,134,0.009091,0.38565,744c867f3fa7f418a92decc8debb3aa588265bc9211d406a2a66928dc557c9f8
human-01926,human_response,creative_writing,7041,response,297,161,0.010204,0.444444,b4f0b85935b11b368143218c9dfe0f320a72c79aea66ee8e415e17b7f0766b37
human-01927,human_context,information_extraction,5148,context,244,124,0.06639,0.508197,afa0afc0c5263a983fe217e4d68927b8c76039261b087946e01c8a481d829356
human-01928,human_response,creative_writing,4148,response,178,112,0.0,0.477528,aa9ef8dc04f54c541cde720c3cdc15f907e46364aa2650ffdcc891f45784eae8
human-01929,human_response,summarization,8635,response,395,212,0.0,0.397468,d1026799a05735782b3a66f0c51400eaecb555bcfef832931ecaa59c9b173482
human-01930,human_response,creative_writing,1187,response,281,171,0.007194,0.391459,f15a30856589c9d36979152bbf0ca448e935939c22fda94ef2af4486ef5c391f
human-01931,human_response,creative_writing,12210,response,391,195,0.015464,0.404092,b4037c0f9b10076e41e3131144e256e60e721f51840f1cc29b3f59a638e3a68b
human-01932,human_context,summarization,12405,context,249,133,0.012195,0.473896,634d83bfca55ccc9923bfeb34cf46249c29e58aa23578ec61111ade4efde4656
human-01933,human_context,summarization,10094,context,152,88,0.013423,0.493421,9da48949d59c8d68e630eb732848d8a36a08862f17fa5ed6e54d2e7942f09ff4
human-01934,human_context,information_extraction,3459,context,240,140,0.0,0.45,49333d9db664cf27052b76090eff5a1c39711e8099662885761fdcd093b99c40
human-01935,human_response,creative_writing,8017,response,187,108,0.027174,0.497326,e592e990fa9058c96da4840932a768fb66cf392ecc6c07d81f25e81b89e81651
human-01936,human_context,information_extraction,10740,context,195,104,0.036458,0.533333,d81a284f4c969722441b52ec4b3e6851e9a8c55f1de1bbab4cfa595b08cb4f16
human-01937,human_context,information_extraction,8886,context,229,157,0.00885,0.375546,447e924221dfd57e21ed5951319977613d6e280417ee1c6808ba369ebe51ebc0
human-01938,human_context,information_extraction,8119,context,165,84,0.018519,0.545455,17d5abd47796ff9940237b702ea4bffbcc1c62495b09f58aa846823fc559cb6e
human-01939,human_context,summarization,10397,context,1076,403,0.049394,0.415428,bdba99032978d8e9d7021c188a190f245078eabd442e1e077c1bdf4b063a1ea2
human-01940,human_context,closed_qa,2760,context,288,167,0.031579,0.413194,1bec53ab826e4c0fa92fb75b4a07d8249e67b01986da3c4ef6fc24220952b6a1
human-01941,human_context,information_extraction,6765,context,464,227,0.013015,0.435345,a52b6e2a7230e5dbeec430fb2b3b9347faf3be638ce0b51373d03a9a36991cd0
human-01942,human_response,summarization,9301,response,170,102,0.023952,0.476471,193e005f51afb473fcbe35092044c7fa937daaf9e0888a76024b17cfb92745a9
human-01943,human_response,general_qa,3695,response,340,163,0.014837,0.438235,a5007c8bab695d7c36a500b50670565b2cf10927f418c7c3ecd6e832f91bb409
human-01944,human_response,general_qa,3876,response,165,95,0.0,0.460606,996203b26b75b682cc0de66133efb7b86e9297566f9cef3543ce092a5810a116
human-01945,human_context,information_extraction,6644,context,193,124,0.015789,0.373057,66f77ebcbb6f80225a86839ef581e68db2dbe27274a47e0cb1bb3bc2fc0ef860
human-01946,human_response,creative_writing,10944,response,1145,439,0.012259,0.379913,78ba2ee10f471a9cca13ca750a866438a86ba4a376a8a8804ab05b69562bb94c
human-01947,human_context,information_extraction,4232,context,306,180,0.0,0.385621,ad905dcaad02661c693376d6afa5b465fb990c16324f43cf2be10e88ec478d56
human-01948,human_response,open_qa,10246,response,137,92,0.007463,0.459854,203e6f87af00c28cb85f4de3804d0ffd9bc0fa53a954e7089812c93a791c581e
human-01949,human_response,open_qa,7776,response,163,85,0.03125,0.496933,4f740584f9fb5ce55b934a7164bb04feb928330f37198908038af7ada9142b93
human-01950,human_context,closed_qa,8141,context,408,169,0.061728,0.433824,238ce710ef0db7722a3b9becd77b7cf04ef0dda191f97d4e7cd3aa3501468067
human-01951,human_context,summarization,14369,context,197,107,0.030928,0.497462,f94ccf36f854dffc564dcfeef256a4653104dff8359af5ebfcdf4d9900eaffa1
human-01952,human_context,summarization,7198,context,129,96,0.0,0.410853,9ef6f8063b0305d7f6ff09b84e3b9fb115c461d242801b363e8caf5dd4063512
human-01953,human_context,information_extraction,11673,context,137,88,0.0,0.452555,b557683a00af0173a7baa7387bfe75e260d19ba58adec121fb037b2d6547c2a7
human-01954,human_response,open_qa,10274,response,355,177,0.005682,0.380282,548f0a0b08474df050cb89f8e38f90c6152067189533eebeafeb6bfb9661cb2a
human-01955,human_context,summarization,8819,context,129,90,0.0,0.457364,9ee39ec5be4df1ed561ed0b98d2fc6a03d8b818dba0f478d3c3526d907cf07d3
human-01956,human_context,information_extraction,7388,context,206,113,0.019704,0.475728,53885a6f83ea667de0fefde47c0c11910c75b617453ac9de43a26df00823c5ba
human-01957,human_context,closed_qa,5094,context,211,100,0.067308,0.530806,40895ba25681497f03f25ae78f6a2e481e842699610a784c35552910d01226c1
human-01958,human_context,information_extraction,2307,context,206,136,0.0,0.398058,28ce1285759ab9ecdafd50b933ab0afced4a3278abb5cc2cf280536564fb9301
human-01959,human_response,general_qa,8453,response,169,109,0.006024,0.43787,5c0647108b09bf91808b286ecd041b79efa5c48f9ef2bb8a85311de06a0d5ef3
human-01960,human_response,general_qa,12205,response,776,369,0.003881,0.354381,1d0b094c9296c92d30b85371881cb7edb4dc0a6a37f23f9048f395088e046270
human-01961,human_context,summarization,691,context,140,80,0.021898,0.528571,fe583faa6f4476216bbb7bcdcf5f572b99c9c4f33e8805460ca3ac44328c32da
human-01962,human_context,closed_qa,5703,context,283,155,0.007143,0.420495,2ca2459c57c9c2764bdc96ce65a6e183904108f454496c1188bd9744d0a6a827
human-01963,human_response,information_extraction,2042,response,228,133,0.008889,0.469298,1bfde83971e5f9ce2a5784492a57f52aebf62653ccb5a6958ac7a5665070598d
human-01964,human_context,summarization,4438,context,148,65,0.034483,0.635135,7bceb5e4d70f2e41fa331fc60e12ee2d5b525fb70a912e3a44545c31c6261340
human-01965,human_response,open_qa,14395,response,283,165,0.003571,0.424028,5b2db50b560e747ab06c45f1439c23654a95bc117acd441e401a8453520010a1
human-01966,human_context,information_extraction,13940,context,239,165,0.021186,0.343096,ef2d900c6673c12f689327af8d0d587b53f35863f5cfd1f0d0c89cf613fb96b5
human-01967,human_response,information_extraction,13278,response,810,227,0.283767,0.608642,5233526eeb8048e39e6966e0c765fc8ade9725cabcafd5be5e20b8e6ad7581e9
human-01968,human_context,summarization,13018,context,174,102,0.023392,0.5,b897cb2e4ec6adc40f2054ea3ff8c0bd5922c26e6c947d8f37ac01314d81704c
human-01969,human_context,closed_qa,911,context,173,105,0.005882,0.485549,6b4545eda3cbfe3b43ff05fb1e1de6e1a58dc7839b96178cd15f98a988910918
human-01970,human_response,summarization,5111,response,197,116,0.030928,0.451777,05e36f26366fa5ddc469e412ed867bedd89405f1cefb31b645b6829f53b9c679
human-01971,human_context,summarization,2952,context,147,101,0.0,0.435374,c780dfbe20a577c9e53e964eed77786f03384a5fc6c2df0136c6ba77a912be2a
human-01972,human_context,information_extraction,10671,context,220,132,0.009217,0.422727,45596f8fffe5fe64454d0a9af11f37167eebb4b8b95d9c5a1140e508c86a4927
human-01973,human_context,closed_qa,10028,context,220,126,0.02765,0.436364,169e15547f7fe56d8544ca758863f4560d87e02e3544836ba120b6f954f3831c
human-01974,human_context,closed_qa,14750,context,159,95,0.064103,0.477987,579a6ac6a52c6810f43b55e4df265b6906ef33e751157529279b79148e6eb083
human-01975,human_context,closed_qa,6726,context,258,136,0.027451,0.472868,8860f7a6535cbc66ca4fea7d760d1b757f13d2484c0c6a8be361954dd088b199
human-01976,human_context,closed_qa,5356,context,159,70,0.160256,0.540881,36e10ef372543ec93e32be916065c9a1d28b4612834e1757a30c5eabbad5ed04
human-01977,human_response,creative_writing,6647,response,550,269,0.005484,0.383636,3ce3a477bf05aeafa8dec8a631a9dc5b6e285bf5863669b12ad7f8c6c49424aa
human-01978,human_context,closed_qa,327,context,191,113,0.042553,0.486911,b64513229e0a5949ce5bc8ec342d3c49ed2d6a58934044191eb9de799d17be27
human-01979,human_context,closed_qa,10078,context,254,136,0.043825,0.476378,099569c3a4bf16806b94179cfd0f99d1e548c92487ef86ec26478a25a1cb6a22
human-01980,human_context,closed_qa,8332,context,1350,524,0.040831,0.36,362fec801261387f8c472a0e8cc4542870c9c61817330d6ff3314c83dd6cf65d
human-01981,human_context,closed_qa,5430,context,606,244,0.028192,0.391089,9d44865e4d572f90691474d3b76d2db3727bd2ead157f6725a3523f5b9136c56
human-01982,human_response,open_qa,1081,response,129,71,0.0,0.589147,f0b256cc67c96d47f648b380b189fcdecdc87bbb7bfe34e8fed150e15e8a9694
human-01983,human_context,summarization,8592,context,258,117,0.019608,0.531008,429982384f21c3b99fc1e5bca426163da86a04cb796366c2714b5d0da331878a
human-01984,human_context,closed_qa,5328,context,714,284,0.088608,0.442577,d1703c00f9dea43a617df7c12dc71739e7c959e51aa95f980aa3e69f0be2cb0a
human-01985,human_response,brainstorming,7761,response,249,109,0.036585,0.546185,0012d12f163126b27e8db9146345594ab9d8536bb28886c1e58cf575f4004630
human-01986,human_context,information_extraction,12042,context,426,207,0.004728,0.406103,abde8ad90117bd70cbe3606bc935219892c44ed293e634c64c236045df74a7e4
human-01987,human_response,summarization,9479,response,159,84,0.012821,0.503145,169d21ae7d09a3e8b617e6f921420daea6062a31932b508440f2bebefac2cc18
human-01988,human_response,creative_writing,10234,response,128,67,0.056,0.570312,2609d0ba6c37880395d2024c998602ca09e565cd1234456f671d716faa52136a
human-01989,human_response,general_qa,13394,response,148,96,0.0,0.486486,dc512ecbb19d4db92c6ec6eeb7f8da36cb11528efc99e7b1f2c9175c6d6268f0
human-01990,human_context,closed_qa,3922,context,350,175,0.04611,0.425714,d19177b85d4d26fd7facf5f7f3bdb3af59ae6cc328dfaa868d55262618e2102b
human-01991,human_response,summarization,2262,response,192,109,0.0,0.453125,39f92c19e61deebc0cad7ab1c2784f381fb52287f44dc65960f8f5c2fc9b2986
human-01992,human_context,summarization,8227,context,168,105,0.018182,0.434524,e5b26f4d2819a8e6f12c262e901b0eb3887834d98de1a5eff33ad929be966d92
human-01993,human_response,creative_writing,9551,response,191,117,0.010638,0.455497,d07e3bb2d4e1b8c5a9ae25bc688604c986cef061645196d5a8e07c1456907c00
human-01994,human_response,general_qa,11315,response,279,161,0.021739,0.387097,386b042f651dae9e4155a6ed40d5399c667afecb0e5d97f4337408db002355e2
human-01995,human_response,brainstorming,2248,response,216,118,0.014085,0.449074,95da97c76298a8866f599d99431800e2a4bd5abfca8df689199f40f379ac7e44
human-01996,human_context,information_extraction,10215,context,210,62,0.15942,0.795238,501b442a357522e9a53301098a364f394db5e747cb527c3b13af6ba3ac322058
human-01997,human_response,open_qa,7222,response,188,90,0.016216,0.531915,7ff02ba6ff6c9bfce24043b86363ae0b9e18e3093bcdb2e382339494a6a8bbfa
human-01998,human_context,closed_qa,12731,context,204,118,0.004975,0.45098,8a669559a004b2f920d1294e6c6dc38674a9d46dedf57244e70cb99fc8d01438
human-01999,human_response,classification,9848,response,257,151,0.0,0.416342,02c57ffbc98eb0ea7e4d0e58652014fd7b076383b00c7228333d0ecfaf99eca2
human-02000,human_context,information_extraction,11207,context,579,262,0.005208,0.431779,ac49d6c346d5268ccc6adda87b53a8068b9168bae53211e9c41a4fa764f51c72
human-02001,human_context,summarization,6925,context,365,207,0.01105,0.39726,cf6b531bff9342dd62ef00e4dbcdc1a97551afcef03c815a6bbe3cd1b3992165
human-02002,human_response,creative_writing,6581,response,245,123,0.004132,0.469388,581cd3b470327b37723e4224aa0e53ca954ccd3e218d45ad65ddec0a63108b75
human-02003,human_context,closed_qa,12674,context,186,111,0.032787,0.456989,2c969a27bf5fa74234b3206e8a87d94aa71a21ecd7f26ab01ab8d9e2c6092843
human-02004,human_response,information_extraction,7330,response,255,155,0.02381,0.4,7e3824c789c88446368ded75d15accf26c9bcd29eb5d402e5692bb9ac9a9a50a
human-02005,human_context,closed_qa,10519,context,379,208,0.018617,0.406332,24db2d5cc9f019855a0e7645a8b90e60c6340fe281b235a365f70a57cc1a1f4b
human-02006,human_context,closed_qa,11674,context,257,172,0.003937,0.354086,422557594250ac7735f9e4288c00a79234b88c650420865582fea2efcce6c49d
human-02007,human_response,open_qa,1840,response,156,110,0.0,0.397436,2d3479ba92787765780e2bdfb6b23c45665512aae63c8ff734bd8989cb59d430
human-02008,human_context,closed_qa,10426,context,131,77,0.0625,0.519084,a6fe25e05f10e4ca234b49143daaf30bf30863bfaac0c88465f8554308e4f553
human-02009,human_context,closed_qa,6996,context,356,187,0.008499,0.356742,88f7935589e07d1fbc110d918b378d985b152004c7ebb74593fb3a987060927b
human-02010,human_response,creative_writing,4470,response,306,164,0.016502,0.45098,e81c78cb24da9b3fd149adc6bc85855621987597f03bacbec09f269d830f9a16
human-02011,human_context,summarization,2222,context,469,232,0.019313,0.385928,93c833a6d6f8d1953e66c445cd1a4e02e3230be3b259dda7bfb810a4100af023
human-02012,human_context,closed_qa,11295,context,153,108,0.013333,0.411765,0db89605c2ab15bce469d2dc51873df32b412cfc04ad86dfe57970537deda355
human-02013,human_context,closed_qa,8962,context,994,360,0.089808,0.471831,a1b2c39102d0f35c3dead05ca2027e6cc7a3723257ae816d2aa7fc0afc5d283c
human-02014,human_response,summarization,4182,response,197,114,0.005155,0.477157,923209f9213463f726e06d7cca25113920fb3975340ba79ecf163aae96d1b55a
human-02015,human_context,summarization,9345,context,356,189,0.0,0.407303,f673684eecfa805090c40e76d5e292577c8c847af8b76db98d559de44c2039c6
human-02016,human_context,summarization,3127,context,344,169,0.02346,0.406977,1d65b10c55096e37a6b4994db46f37023b32674bf1125c9c47ea955213645666
human-02017,human_context,information_extraction,11667,context,534,263,0.003766,0.440075,1578ad1b1fea4ace556480fccd0eecd03a93aa2dbc1bd705900083e35f8aea62
human-02018,human_response,open_qa,3046,response,192,126,0.0,0.416667,4f301685008b57f62c14edf5ff065c610b49a2c6fd06c10e86cdab4e16ec64a7
human-02019,human_context,closed_qa,6113,context,155,102,0.019737,0.393548,29d11fe17d906e8bc70a8eb6709aa3a1d81735a80d0d7f4647570815ac454010
human-02020,human_context,closed_qa,13766,context,181,101,0.011236,0.530387,0aec1f440474c12e0d7c0ccec85080eb6ad427763c20c26a16e6912722a2aece
human-02021,human_response,creative_writing,783,response,132,74,0.03876,0.545455,04531e34b80ae48f319d65bb2ee7f21abfcc3f9a94aa17675ccba3c84b3dd72e
human-02022,human_response,closed_qa,13490,response,257,132,0.003937,0.459144,1159fda0629f27d832f4d566fd81424a32fd78d9b027d7b81a05f97f88d8d526
human-02023,human_context,closed_qa,14865,context,142,95,0.007194,0.471831,ee7646efafa7d4ae542e61f09ce571974e2301fd5b150ea5c4f033a3c2dda83d
human-02024,human_context,information_extraction,3262,context,167,100,0.012195,0.45509,9fd4a8a88a869725dd9c0082ca1f961c5d38c9013183594ba8bbb81518151d19
human-02025,human_context,information_extraction,1502,context,226,141,0.017937,0.411504,8162e821cf4ef23929eb32af78184e2200d9ac97778830b33dc3e0e66d399b28
human-02026,human_context,summarization,10841,context,211,109,0.004808,0.488152,f97ceeacc751ba582e4bfc2e8f8abf51f2bad8fa324ba6b678eee42afabfb79f
human-02027,human_response,information_extraction,9,response,168,93,0.018182,0.52381,41146235012f0378d13334339670d90c5feb64b58fb301ee503999d7ce8ca156
human-02028,human_response,general_qa,4159,response,136,84,0.0,0.5,bb95612d3ef280c28f61c139c1b8737def8543555f41626d123375bc79944cbf
human-02029,human_response,open_qa,6164,response,236,112,0.030043,0.491525,96a6cd34a405e127ef386e7821bb908f461ab65dfa7eea860b30fe76191ec278
human-02030,human_context,closed_qa,3283,context,135,92,0.0,0.42963,4fefdf70e8385d2d9483c1205acb0d25c427a0b1b97a534ef66932e37c544b91
human-02031,human_response,brainstorming,9155,response,220,110,0.023041,0.477273,05aed0dfd3db7d5e564cc8064378ce869e0c7db326ea7276afd334cfe7cf7cae
human-02032,human_context,closed_qa,3343,context,167,93,0.02439,0.550898,22e9c0cfc755496e39c21a2406977bc6bd7c1e06e293809f0b3a069e9ec57bc1
human-02033,human_context,closed_qa,12781,context,341,175,0.026627,0.454545,202dd3cb0c39b1e47d4d17f29d75079840ca2d5a6dc6ec4a91c10ac0929e6f4a
human-02034,human_context,summarization,259,context,215,117,0.056604,0.502326,337176a8f2166fd8e32fcd2e0c6ab604d18751439de1f43d8be8837b58f26488
human-02035,human_context,closed_qa,12678,context,354,138,0.096866,0.5,6abbd09fe340024910966e181c95d0cbc1ccf6e88d5c2d641c630b8b3950ae08
human-02036,human_context,closed_qa,2873,context,525,255,0.024904,0.4,a9debf7145d75fc52c925eef71f9515022bc453e321ac78202447de6534d8a79
human-02037,human_response,summarization,13656,response,193,98,0.073684,0.481865,32b229472df9748a9d6aac188bed54548cb393d386d59bc221a156fe3a0f454a
human-02038,human_response,open_qa,1598,response,176,78,0.011561,0.607955,989d542ff7cf73f4474a9feb50476a1bd92c4b25618c62d852734c64f2f0c4ac
human-02039,human_response,brainstorming,10593,response,137,68,0.126866,0.649635,d1c64531777b1ea0ab6ce5e43a3be2c41e68b511e18b8518d47d4e94fc1cf4b0
human-02040,human_context,information_extraction,9298,context,217,134,0.0,0.410138,323cc49fe9630b048afa16628bf4e40f7f9eb6a466226e83b7ebcd5dd8826194
human-02041,human_response,general_qa,5778,response,155,89,0.006579,0.496774,dcd8a98b6a8f12be1917298481f1b390a75ac76cb4a2e2801957c5fe80169b2b
human-02042,human_context,closed_qa,6445,context,183,118,0.016667,0.453552,42053ed665d053942c8db0a76298d55010b2e04b165f8af574261cd096fd01b4
human-02043,human_response,classification,973,response,211,114,0.0,0.445498,075651eb9c64a3c62a38335f95dd4c254e52d7c4372f71468a47acbbc5d77f76
human-02044,human_response,brainstorming,3423,response,740,351,0.024423,0.375676,8be156ed4372f20c9d07f15279920af9039beb7a44038ed5f88dea65218e2c1a
human-02045,human_context,information_extraction,2861,context,456,215,0.066225,0.412281,095e6146caa33725ee7e7b08e76c29a1f6e12eecd17e20e8600f8140709bfe58
human-02046,human_context,closed_qa,11199,context,146,108,0.006993,0.39726,c8f758938052f3b3338274a815652d4a98df7b977a688d33e6ec95e8bfb2fe77
human-02047,human_response,general_qa,1068,response,404,164,0.017456,0.467822,f068a18f691abc0696a2a02568c9a3f98eb11a54121e3e34127b743ab968b278
human-02048,human_response,brainstorming,7086,response,164,89,0.024845,0.579268,de0b537f3e589aca16b79a1e1d58a39a6ae26e443910f5a40c7558f9897490a7
human-02049,human_context,information_extraction,902,context,264,131,0.072797,0.469697,cebefeb2756c6ad0fc6c882ac37ab25a13b081b05ea1031680a4986614b60ea7
human-02050,human_context,closed_qa,5304,context,2299,589,0.113676,0.403654,a324451ec977bef56f9c54104cd352ba6178c34e4426998d6dc49b713b7d547f
human-02051,human_response,general_qa,11688,response,170,103,0.0,0.435294,5f3fdaeb821af4026e70baaeec6ce45e08dfcb759cb7c2f072bf473bec251d99
human-02052,human_context,information_extraction,1835,context,221,126,0.050459,0.452489,533d8eae0368d0f2b338f2fff1b596b4a15f5f3b37075165f466eedf87091b13
human-02053,human_response,summarization,8403,response,130,87,0.007874,0.438462,3a0d5c4c184890a812ee7d3066c8f4da86bce56fa82ed5cb4ada65f8459145cf
human-02054,human_context,summarization,7966,context,215,124,0.004717,0.427907,32aa76a3968116e7d8d706afe5199639db3084c43fbba60be533fda6d85c3bea
human-02055,human_response,creative_writing,6961,response,163,99,0.01875,0.490798,2483ba844d478c5e931bee488710416a94225713c7f7e409465d4a64d517fb23
human-02056,human_response,brainstorming,13692,response,316,175,0.015974,0.408228,753098eb66940156e4c685e292b46d2226722c93c667b77bc32d593bf81dd741
human-02057,human_context,summarization,1425,context,636,325,0.025276,0.388365,bc297b258dc9a233791bbf03cbe4404573d18d3043976afe6112c15e42181a9b
human-02058,human_context,information_extraction,3472,context,136,74,0.030075,0.588235,5a23df1c503c49b0b667dcda2751b2d14e2233b5a78e3b45efed20213f12bc72
human-02059,human_response,open_qa,12071,response,130,55,0.086614,0.676923,547048745d3aab23105d4cb61272caddd47a316d6c134a206e34d6b28c99478f
human-02060,human_response,general_qa,1678,response,365,204,0.01105,0.408219,317a2a3ec36d39cdc49260bec4214f1df19efad1044a87bb943e174a56ead9d0
human-02061,human_response,general_qa,14659,response,237,121,0.008547,0.50211,e526ee75cdff6b17ff1f51ba5a3bee73101ad89d701f8f5004040609099c21bf
human-02062,human_context,summarization,1933,context,138,82,0.0,0.521739,42e8e72f888c9cab3970e606899877c1eabfa45e4516f7001ab4b13ecba831db
human-02063,human_response,open_qa,4547,response,195,111,0.0,0.497436,e5b91ddbc91ba4c561d5a98cbcb1d4bbd948e2191617aaf467e7dba9f0557f68
human-02064,human_context,information_extraction,8857,context,217,127,0.009346,0.451613,2d99e2153b0017d8df0b5ce72256d242e6fc26efe5a019afe31da52b5cb52a85
human-02065,human_response,general_qa,6258,response,171,107,0.0,0.438596,bda666746c4704892d43f280ee2e093e825c9f503c30e04a9d652f3c687dee21
human-02066,human_context,information_extraction,7341,context,133,86,0.038462,0.503759,c51c82404cece56f6b05b1d171234ee3ef98b15cb8a2704669d8fb993d80421f
human-02067,human_context,information_extraction,11516,context,392,174,0.069409,0.517857,b548579ede33a2764c1234d5e272d70bc43564b6aa12a784dc92e39ca30b8e0c
human-02068,human_context,closed_qa,6519,context,160,89,0.038217,0.48125,f448f8657e0f014418dcbe5946873cd1818b27fadb353a304b13756c86bfc482
human-02069,human_response,summarization,11656,response,142,89,0.0,0.514085,4e3fe69dfd3c2a495358f20ea4d88a413c8d09e5d4c4e3072564b156ca507635
human-02070,human_context,closed_qa,7264,context,190,93,0.0,0.547368,3533098c1b41f97652ccd0e59c20a0d5b6657eb390d5b65919b194d43256d5ab
human-02071,human_context,closed_qa,10361,context,665,252,0.099698,0.428571,8167ac3f99fee7dc8741722161d00cedf14162da6d06330810555b69466a4eac
human-02072,human_context,summarization,11236,context,140,77,0.036496,0.564286,164d25bcc944ff3b9a6f30f1470a99505de153d7368d555725645e36ede3cfa1
human-02073,human_context,summarization,9568,context,130,90,0.031496,0.461538,c55241f961e59f25c8b6f04502d788e5511a95f9baaae5d05c55328b63530b95
human-02074,human_context,closed_qa,8334,context,145,77,0.007042,0.572414,846f0ddf787a1d50c545834a519382a2e53f087bae720f50ab8350012287420d
human-02075,human_context,information_extraction,10432,context,377,177,0.053476,0.3687,0346de470c05035b9d5d9c439c252061d141e37779cb0f7ea0766bacb98ac90a
human-02076,human_context,information_extraction,3345,context,169,115,0.024096,0.431953,d4edac2edf07c49d84aa00c50908f86726f1fa069cb051c86177882b3a2c84ab
human-02077,human_response,general_qa,11626,response,171,99,0.0,0.497076,57d8273e7dc6655f583c4b762327db1cda5061056a691a3b51d2fb414a32bf84
human-02078,human_response,closed_qa,10055,response,128,76,0.088,0.5625,afd5e850936204f14b78dadbc50aa66fa8d39d75a36d761c7f839a640d7a04ba
human-02079,human_response,open_qa,10820,response,149,94,0.047945,0.469799,91fcb0fc8057141b1cecf74f791f1cc29c922f2f86463699d930386fa7e459bd
human-02080,human_context,closed_qa,5916,context,358,153,0.067606,0.486034,1a65d67f15e95eb41089fca7b124d8eed9fd9aaf4946f8981dec85c1550c14be
human-02081,human_context,summarization,6912,context,389,202,0.018135,0.398458,1ab07b87b0627656cb2d9026c1a686c7f85beda51a328e08a4085458d584e208
human-02082,human_context,information_extraction,2417,context,524,266,0.007678,0.408397,57a97497d9cb70ac2a4eef4a186fd5b3e371f67b5e4eef74936e0a8847d798a4
human-02083,human_response,open_qa,5746,response,140,90,0.0,0.5,114b42464a6d35adfb9c40bd16c87e168904e5be1b2d176639ecf80adbe657f1
human-02084,human_response,general_qa,1327,response,203,135,0.0,0.413793,169065ffe06ebd324fcb3c001ea884097326f22eff2b14786329181bdc70ac59
human-02085,human_response,summarization,1267,response,153,97,0.026667,0.48366,b4fc969ca5d10737e872c103c29fc030f666ad04817157a69fde8fb4046ce3ea
